IDCliente,Genero,Idoso,PossuiParceiro,PossuiDependentes,MesesDeServico,ServicoTelefonico,MultiplasLinhas,TipoInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaDigital,MetodoPagamento,CobrancaMensal,CobrancaTotal,Cancelou
3161-ONRWK,Masculino,0,Sim,Sim,60,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Anual,Sim,TransferenciaBancariaAutomatica,65.85,3928.3,Não
6349-JDHQP,Feminino,0,Não,Não,53,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.85,1049.6,Não
1619-YWUBB,Feminino,0,Sim,Não,68,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,24.95,1614.9,Não
2761-OCIAX,Masculino,1,Não,Não,2,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,74.7,165.4,Sim
2683-JXWQQ,Masculino,0,Sim,Sim,61,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Não,Não,Não,Mensal,Não,TransferenciaBancariaAutomatica,33.6,2117.2,Não
9585-KKMFD,Masculino,0,Sim,Sim,41,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,ChequeCorreio,20.0,879.8,Não
7524-VRLPL,Masculino,1,Não,Não,69,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,CartaoCreditoAutomatico,74.1,5031.0,Não
3780-DDGSE,Masculino,1,Sim,Sim,35,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,76.05,2747.2,Não
2207-OBZNX,Masculino,0,Não,Não,7,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,51.0,354.05,Sim
0023-UYUPN,Feminino,1,Sim,Não,50,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeEletronico,25.2,1306.3,Não
5975-BAICR,Masculino,0,Sim,Sim,36,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Anual,Sim,CartaoCreditoAutomatico,63.7,2188.5,Não
2669-OIDSD,Feminino,0,Sim,Não,48,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,100.05,4834.0,Não
8146-QQKZH,Feminino,0,Sim,Não,71,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,81.85,5924.4,Não
2307-FYNNL,Masculino,1,Não,Não,65,Sim,Sim,FibraOptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeEletronico,109.05,7108.2,Não
2985-FMWYF,Feminino,0,Não,Não,23,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,93.5,2341.55,Não
5387-ASZNZ,Feminino,1,Não,Não,66,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Sim,CartaoCreditoAutomatico,63.85,4174.35,Não
5349-AZPEW,Feminino,0,Sim,Sim,5,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,25.05,125.5,Não
9481-IEBZY,Masculino,1,Sim,Não,72,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,112.9,8061.5,Não
9818-XQCUV,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.35,45.3,Não
3750-RNQKR,Feminino,0,Não,Não,12,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.45,246.25,Não
5442-UTCVD,Masculino,0,Não,Sim,3,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Não,ChequeEletronico,91.85,257.05,Sim
3649-JPUGY,Masculino,0,Não,Não,72,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,88.6,6201.95,Não
2195-VVRJF,Masculino,1,Sim,Não,18,Sim,Não,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,59.1,1011.05,Não
1271-UODNO,Masculino,0,Não,Não,39,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Bienal,Sim,CartaoCreditoAutomatico,53.85,2200.7,Não
0118-JPNOY,Feminino,1,Não,Não,26,Sim,Não,FibraOptica,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,CartaoCreditoAutomatico,85.8,2193.65,Não
9499-XPZXM,Feminino,0,Sim,Não,72,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Não,TransferenciaBancariaAutomatica,64.75,4804.75,Não
7343-EOBEU,Masculino,0,Sim,Não,3,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeCorreio,23.6,89.05,Não
3877-JRJIP,Masculino,0,Não,Não,1,Sim,Sim,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,59.85,59.85,Sim
5498-TXHLF,Feminino,0,Sim,Sim,34,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Não,Mensal,Não,ChequeEletronico,87.45,2874.15,Sim
3969-GYXEL,Feminino,0,Não,Não,11,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,76.4,838.7,Não
5730-DBDSI,Masculino,0,Não,Não,66,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,19.7,1253.8,Não
2868-SNELZ,Feminino,0,Não,Não,2,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,ChequeCorreio,80.6,155.8,Sim
7797-EJMDP,Feminino,0,Não,Não,8,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Mensal,Não,TransferenciaBancariaAutomatica,66.05,574.5,Não
4067-HLYQI,Feminino,0,Não,Não,33,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,70.4,2406.1,Não
4231-LZUYM,Feminino,0,Sim,Não,72,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,25.65,1887.0,Não
3638-WEABW,Feminino,0,Sim,Não,58,Sim,Sim,DSL,Não,Sim,Não,Sim,Não,Não,Bienal,Sim,CartaoCreditoAutomatico,59.9,3505.1,Não
5060-TQUQN,Masculino,0,Sim,Sim,30,Sim,Sim,FibraOptica,Não,Sim,Não,Sim,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,83.55,2570.2,Não
7802-EFKNY,Masculino,0,Sim,Não,5,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,24.95,100.4,Sim
7576-JMYWV,Feminino,1,Sim,Sim,46,Sim,Sim,FibraOptica,Sim,Sim,Não,Sim,Sim,Sim,Mensal,Sim,ChequeEletronico,110.2,4972.1,Não
3496-LFSZU,Masculino,0,Sim,Não,4,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,70.5,294.2,Não
4795-WRNVT,Feminino,0,Não,Não,40,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Mensal,Não,ChequeCorreio,65.1,2586.0,Não
3938-YFPXD,Masculino,0,Não,Não,72,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,CartaoCreditoAutomatico,84.3,5997.1,Não
6651-AZVTJ,Masculino,0,Sim,Sim,49,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,99.8,4872.45,Sim
3658-KIBGF,Feminino,0,Não,Não,1,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,54.9,54.9,Sim
4143-HHPMK,Masculino,0,Não,Não,52,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,85.35,4338.6,Sim
4821-WQOYN,Feminino,0,Sim,Sim,72,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,20.1,1326.25,Não
4291-HYEBC,Feminino,1,Sim,Sim,28,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Não,Não,Sim,Anual,Sim,ChequeEletronico,39.1,1096.6,Não
8849-AYPTR,Masculino,0,Sim,Não,33,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,ChequeEletronico,91.25,2964.05,Não
3898-BSJYF,Feminino,0,Não,Sim,10,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Anual,Não,CartaoCreditoAutomatico,73.55,693.3,Não
7562-GSUHK,Feminino,0,Não,Não,16,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,93.2,1573.7,Sim
3523-QRQLL,Feminino,0,Sim,Sim,22,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,69.5,1498.2,Sim
9661-JALZV,Feminino,0,Não,Não,58,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,CartaoCreditoAutomatico,24.7,1519.0,Não
4670-TABXH,Masculino,0,Sim,Não,72,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,109.75,7758.9,Não
7966-YOTQW,Masculino,0,Não,Não,10,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,54.5,568.2,Não
3694-GLTJM,Feminino,0,Não,Não,5,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,CartaoCreditoAutomatico,19.65,92.05,Não
8835-VSDSE,Feminino,0,Sim,Não,2,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,70.7,141.45,Sim
3721-CNEYS,Feminino,0,Não,Não,2,Sim,Não,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,70.95,137.95,Sim
9667-TKTVZ,Feminino,0,Não,Não,2,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Sim,ChequeCorreio,54.35,117.05,Não
2927-CVULT,Feminino,0,Sim,Sim,53,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,104.05,5566.4,Não
6595-YGXIT,Masculino,1,Não,Não,25,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,88.95,2291.2,Sim
0864-FVJNJ,Feminino,0,Sim,Sim,64,Sim,Sim,FibraOptica,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Não,ChequeEletronico,113.35,7222.75,Não
4537-DKTAL,Feminino,0,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,45.55,84.4,Não
3466-WAESX,Masculino,0,Não,Sim,16,Sim,Sim,DSL,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,69.1,1083.7,Não
2483-XSSMZ,Feminino,0,Não,Não,39,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Sim,ChequeEletronico,47.85,1886.4,Não
4163-KIUHY,Masculino,0,Não,Não,35,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Sim,ChequeEletronico,25.6,901.25,Não
8486-AYEQH,Feminino,0,Não,Não,31,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,76.05,2227.8,Não
0516-WJVXC,Feminino,0,Não,Não,5,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Mensal,Não,ChequeEletronico,54.2,308.25,Sim
5304-EFJLP,Masculino,1,Sim,Não,72,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,111.65,8022.85,Não
4137-BTIKL,Masculino,0,Não,Não,2,Sim,Sim,FibraOptica,Sim,Não,Não,Não,Não,Sim,Mensal,Não,ChequeCorreio,90.75,174.75,Não
2863-IMQDR,Feminino,0,Não,Não,61,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,ChequeEletronico,89.65,5308.7,Não
2930-UOTMB,Feminino,0,Não,Não,31,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Não,CartaoCreditoAutomatico,65.25,1994.3,Sim
5673-TIYIB,Masculino,0,Não,Não,2,Não,SemServicoTelefonico,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,CartaoCreditoAutomatico,40.4,77.15,Sim
3645-DEYGF,Masculino,0,Não,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,20.75,20.75,Não
1099-GODLO,Feminino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,20.35,20.35,Não
1955-IBMMB,Masculino,0,Não,Não,59,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,20.2,1192.3,Não
6857-VWJDT,Feminino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Não,ChequeCorreio,95.65,95.65,Sim
6410-LEFEN,Feminino,0,Não,Não,9,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,45.15,416.45,Sim
6692-UDPJC,Feminino,0,Sim,Sim,14,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,ChequeEletronico,91.65,1301.0,Sim
7858-GTZSP,Feminino,0,Não,Não,12,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,ChequeEletronico,86.55,1066.9,Não
5232-NXPAY,Feminino,0,Não,Não,47,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,ChequeCorreio,74.45,3510.3,Não
1355-KUSBG,Feminino,0,Sim,Sim,7,Sim,Sim,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,48.8,349.8,Não
1174-FGIFN,Feminino,0,Sim,Sim,28,Sim,Sim,FibraOptica,Não,Não,Não,Sim,Não,Sim,Anual,Sim,ChequeEletronico,90.45,2509.25,Não
8750-QWZAJ,Feminino,0,Sim,Sim,70,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,TransferenciaBancariaAutomatica,19.8,1378.75,Não
7850-THJMU,Feminino,0,Sim,Sim,26,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,CartaoCreditoAutomatico,19.65,494.9,Não
0310-MVLET,Feminino,0,Sim,Sim,61,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,99.15,6010.05,Sim
2623-DRYAM,Feminino,0,Sim,Não,70,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,101.75,7069.3,Não
1905-OEILC,Feminino,0,Não,Não,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeCorreio,19.5,19.5,Não
6899-PPEEA,Feminino,1,Não,Não,37,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,96.55,3580.3,Sim
3104-OWCGK,Masculino,0,Sim,Sim,60,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Sim,Não,Anual,Não,ChequeEletronico,90.95,5453.4,Sim
5287-QWLKY,Masculino,1,Sim,Sim,71,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,105.1,7548.1,Sim
2603-HVKCG,Masculino,0,Não,Não,31,Sim,Não,FibraOptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,101.4,3143.65,Não
9845-QOMAD,Masculino,0,Sim,Sim,14,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Não,ChequeCorreio,19.75,309.35,Não
4816-OKWNX,Masculino,0,Sim,Sim,50,Sim,Não,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,103.4,5236.4,Não
9103-CXVOK,Masculino,0,Sim,Sim,1,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,ChequeEletronico,19.75,19.75,Não
2845-AFFTX,Masculino,1,Sim,Não,41,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,99.8,4259.3,Sim
7776-QWNFX,Masculino,1,Sim,Não,30,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,50.4,1527.5,Sim
1468-DEFNC,Masculino,1,Sim,Sim,64,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Sim,TransferenciaBancariaAutomatica,24.4,1548.65,Não
7905-NJMXS,Masculino,1,Sim,Não,7,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Mensal,Não,ChequeEletronico,64.2,475.0,Não
1866-OBPNR,Masculino,0,Sim,Sim,1,Sim,Não,FibraOptica,Não,Sim,Não,Não,Não,Não,Mensal,Não,CartaoCreditoAutomatico,74.6,74.6,Não
3720-DBRWL,Masculino,0,Sim,Não,51,Sim,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,83.85,4307.1,Não
5073-RZGBK,Feminino,0,Sim,Sim,50,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Sim,Anual,Sim,TransferenciaBancariaAutomatica,80.05,4042.2,Não
0129-QMPDR,Masculino,0,Sim,Sim,44,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,20.5,865.05,Não
2560-PPCHE,Feminino,0,Não,Não,65,Sim,Sim,FibraOptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,TransferenciaBancariaAutomatica,105.05,6744.25,Não
1496-GGSUK,Feminino,1,Não,Não,1,Não,SemServicoTelefonico,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,25.7,25.7,Sim
4671-LXRDQ,Masculino,0,Não,Não,2,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,ChequeCorreio,45.0,96.45,Sim
9432-RUVSL,Feminino,0,Não,Não,48,Sim,Não,FibraOptica,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,102.5,4904.25,Não
3992-YWPKO,Feminino,0,Não,Não,6,Sim,Sim,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,CartaoCreditoAutomatico,109.9,669.45,Sim
8980-WQFWL,Feminino,0,Não,Não,35,Sim,Não,DSL,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,ChequeEletronico,62.1,2096.1,Não
0212-ISBBF,Feminino,0,Não,Não,22,Não,SemServicoTelefonico,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,50.35,1098.85,Não
7722-VJRQD,Masculino,0,Sim,Sim,72,Não,SemServicoTelefonico,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Não,TransferenciaBancariaAutomatica,60.95,4549.05,Não
4135-FRWKJ,Feminino,1,Sim,Sim,55,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Não,ChequeEletronico,76.25,4154.55,Não
5161-UBZXI,Masculino,0,Sim,Sim,69,Sim,Não,FibraOptica,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,106.35,7261.75,Não
5327-XOKKY,Masculino,1,Sim,Não,72,Sim,Sim,DSL,Não,Não,Sim,Não,Sim,Sim,Bienal,Sim,CartaoCreditoAutomatico,73.45,5329.0,Não
3988-RQIXO,Feminino,1,Não,Não,1,Sim,Não,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,91.3,91.3,Sim
0479-HMSWA,Feminino,0,Não,Sim,26,Sim,Não,FibraOptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,ChequeEletronico,105.45,2715.3,Não
6923-AQONU,Masculino,0,Sim,Sim,23,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,20.9,454.0,Não
5562-YJQGT,Feminino,0,Não,Não,2,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Mensal,Não,CartaoCreditoAutomatico,20.35,35.1,Não
7598-UAASY,Masculino,0,Sim,Não,2,Sim,Não,FibraOptica,Não,Não,Sim,Não,Não,Não,Mensal,Não,ChequeEletronico,76.4,151.8,Sim
7251-LJBQN,Feminino,1,Não,Não,40,Sim,Sim,FibraOptica,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,CartaoCreditoAutomatico,103.75,4188.4,Não
4910-GMJOT,Feminino,0,Não,Não,1,Sim,Sim,FibraOptica,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,ChequeEletronico,94.6,94.6,Sim
0257-ZESQC,Feminino,1,Sim,Não,27,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Sim,TransferenciaBancariaAutomatica,75.2,1929.35,Sim
4765-OXPPD,Feminino,0,Sim,Sim,9,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Mensal,Não,ChequeCorreio,65.0,663.05,Sim
6583-QGCSI,Feminino,1,Sim,Não,50,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,88.05,4367.35,Sim
9805-FILKB,Masculino,0,Sim,Sim,46,Sim,Não,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Anual,Sim,TransferenciaBancariaAutomatica,20.2,845.6,Não
2706-QZIHY,Feminino,0,Sim,Não,15,Sim,Sim,Não,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,SemServicoInternet,Bienal,Não,ChequeCorreio,25.2,387.9,Não
7673-LPRNY,Feminino,0,Não,Não,23,Sim,Sim,DSL,Sim,Não,Sim,Não,Sim,Sim,Anual,Sim,ChequeEletronico,78.55,1843.05,Não
6778-YSNIH,Feminino,0,Não,Não,2,Sim,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,59.0,114.15,Não
9050-QLROH,Masculino,0,Não,Não,18,Sim,Sim,FibraOptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,CartaoCreditoAutomatico,90.7,1597.25,Sim
0707-HOVVN,Feminino,1,Não,Não,70,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,TransferenciaBancariaAutomatica,75.5,5212.65,Não
7102-JJVTX,Feminino,0,Sim,Sim,9,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Não,ChequeCorreio,48.6,422.3,Não
1810-MVMAI,Masculino,0,Sim,Sim,30,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Não,Não,Mensal,Não,ChequeEletronico,67.6,2000.2,Não
7993-NQLJE,Masculino,0,Sim,Sim,15,Sim,Não,FibraOptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,ChequeCorreio,75.1,1151.55,Não
9281-OFDMF,Masculino,1,Não,Não,39,Sim,Sim,FibraOptica,Não,Sim,Não,Não,Não,Sim,Mensal,Não,ChequeEletronico,90.7,3413.25,Não
6789-HJBWG,Feminino,0,Não,Não,12,Sim,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,49.4,611.65,Não
2139-FQHLM,Masculino,0,Não,Não,19,Sim,Não,FibraOptica,Não,Não,Sim,Sim,Sim,Não,Mensal,Não,ChequeCorreio,89.95,1682.4,Não
3723-BFBGR,Masculino,1,Não,Não,24,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,CartaoCreditoAutomatico,54.8,1291.3,Não
0639-TSIQW,Feminino,0,Não,Não,67,Sim,Sim,FibraOptica,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,CartaoCreditoAutomatico,102.95,6886.25,Sim
8626-PTQGE,Masculino,0,Não,Não,69,Não,SemServicoTelefonico,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Sim,TransferenciaBancariaAutomatica,60.05,4176.7,Não
3541-ZNUHK,Feminino,0,Sim,Sim,55,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Não,Não,Mensal,Sim,ChequeEletronico,85.1,4600.95,Não
4568-KNYWR,Masculino,0,Não,Não,52,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Bienal,Sim,CartaoCreditoAutomatico,63.25,3342.45,Não
9658-WYUFB,Feminino,0,Não,Não,17,Sim,Sim,FibraOptica,Sim,Sim,Não,Não,Sim,Não,Mensal,Sim,ChequeEletronico,94.4,1617.5,Sim
0997-YTLNY,Feminino,0,Não,Sim,19,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,ChequeCorreio,48.8,953.65,Não
3208-YPIOE,Masculino,0,Não,Não,39,Sim,Sim,FibraOptica,Não,Não,Não,Não,Não,Não,Mensal,Não,ChequeEletronico,75.25,3017.65,Sim
